ISEQ_ID,Date_ISEQ,Price_ISEQ,Open_ISEQ,High_ISEQ,Low_ISEQ,Vol_Mil_ISEQ,ChangePercent_ISEQ
743,2016-09-27,5990.69,6014.94,6050.97,5943.92,78.73,-0.4
744,2016-09-26,6014.94,6108.86,6116.77,6014.94,119.31,-1.54
745,2016-09-23,6108.86,6153.75,6156.46,6100.28,44.08,-0.73
746,2016-09-22,6153.75,6094.08,6167.11,6094.08,56.71,0.97
747,2016-09-21,6094.49,6076.89,6138.65,6076.89,129.1,0.29
748,2016-09-20,6076.89,6109.16,6121.82,6074.73,47.55,-0.53
749,2016-09-19,6109.16,6111.45,6120.32,6074.46,40.52,-0.04
750,2016-09-16,6111.45,6128.81,6138.22,6079.39,178.39,-0.28
751,2016-09-15,6128.81,6101,6139.62,6083.4,80.46,0.45
752,2016-09-14,6101.31,6111.06,6147.03,6098.56,82.91,-0.16
753,2016-09-13,6111.06,6138.02,6181.26,6103.5,67.95,-0.44
754,2016-09-12,6138.02,6182.62,6182.62,6068.58,67.12,-0.72
755,2016-09-09,6182.62,6289.55,6289.55,6180.49,118.38,-1.66
756,2016-09-08,6286.73,6265.96,6308.03,6236.43,71,0.12
757,2016-09-07,6279.33,6265.53,6279.33,6231.89,63.49,0.22
758,2016-09-06,6265.53,6315.06,6329.9,6250.06,35.07,-0.78
759,2016-09-05,6315.06,6299.31,6315.06,6275.87,39.48,0.25
760,2016-09-02,6299.31,6189.99,6299.31,6188.28,47.48,1.77
761,2016-09-01,6189.99,6169.07,6221.71,6169.07,88.61,0.32
762,2016-08-31,6170.42,6202.77,6218.61,6162.23,132.74,-0.52
763,2016-08-30,6202.77,6214.36,6235.38,6188.41,72.09,-0.19
764,2016-08-29,6214.36,6170.2,6214.36,6117.36,20.08,0.72
765,2016-08-26,6170.2,6118,6176.19,6093.46,32.53,0.85
766,2016-08-25,6118,6128.27,6174.4,6111.37,88.53,-0.18
767,2016-08-24,6128.95,6113.7,6131.81,6068.02,98.82,0.25
768,2016-08-23,6113.7,6064.08,6130.11,6064.08,60.96,0.82
769,2016-08-22,6064.08,6042.89,6105.55,6024.24,71.46,0.35
770,2016-08-19,6042.89,6069.49,6082.5,6032.45,36.53,-0.44
771,2016-08-18,6069.49,6040.8,6128.46,6040.8,76.15,0.47
772,2016-08-17,6040.8,6035.05,6111.75,6035.05,34.88,0.1
773,2016-08-16,6035.05,6045.83,6045.83,5977.91,41.94,-0.18
774,2016-08-15,6045.83,6052.59,6078.19,6030.43,67.46,-0.11
775,2016-08-12,6052.59,5989.75,6052.59,5979.15,32.6,1.05
776,2016-08-11,5989.75,5909.33,5989.75,5909.33,30.98,1.36
777,2016-08-10,5909.33,5960.13,5960.13,5909.33,74.19,-0.85
778,2016-08-09,5960.13,5895.08,5963.67,5887.12,150.17,1.1
779,2016-08-08,5895.08,5857.9,5906,5856.22,86.43,0.63
780,2016-08-05,5857.9,5756.26,5868.72,5729.97,68.28,1.77
781,2016-08-04,5756.26,5714.33,5763.1,5711.5,70.14,0.73
782,2016-08-03,5714.39,5722.68,5746.82,5713.27,198.57,-0.14
783,2016-08-02,5722.68,5800.95,5800.95,5722.68,167.24,-1.35
784,2016-08-01,5800.95,5868.33,5877.58,5794.89,90.78,-1.14
785,2016-07-29,5867.64,5804.47,5867.64,5804.47,94.97,1.09
786,2016-07-28,5804.47,5817.98,5862.26,5803.68,67.82,-0.23
787,2016-07-27,5817.98,5790.39,5843.93,5783.73,46.93,0.48
788,2016-07-26,5790.39,5839.38,5839.38,5774.41,92.03,-0.84
789,2016-07-25,5839.38,5808.02,5886.63,5808.02,51.82,0.54
790,2016-07-22,5808.02,5814.65,5876.04,5805.29,62.09,-0.11
791,2016-07-21,5814.65,5876.5,5876.5,5791.01,72.23,-1.05
792,2016-07-20,5876.5,5805.87,5880.43,5805.87,51.12,1.22
793,2016-07-19,5805.87,5817.57,5840.96,5786.06,61.24,-0.2
794,2016-07-18,5817.57,5790.94,5836.28,5781.96,54.39,0.46
795,2016-07-15,5790.94,5844.94,5844.94,5767.99,83.64,-0.92
796,2016-07-14,5844.94,5781.76,5859.61,5762.99,90.49,1.09
797,2016-07-13,5781.76,5753.08,5807.17,5743,72.65,0.5
798,2016-07-12,5753.08,5688.93,5758.55,5688.93,100.88,1.13
799,2016-07-11,5688.93,5580.42,5708.17,5580.42,116.59,1.94
800,2016-07-08,5580.42,5495.06,5589.14,5491.74,135.99,1.55
801,2016-07-07,5495.06,5425.58,5542.77,5425.58,122.36,1.28
802,2016-07-06,5425.58,5522.29,5522.29,5392.5,132.44,-1.75
803,2016-07-05,5522.29,5669.76,5717.83,5519.15,91.67,-2.6
804,2016-07-04,5669.76,5749.96,5790.13,5665.98,103.57,-1.39
805,2016-07-01,5749.96,5642.49,5763.9,5642.49,138.31,1.9
806,2016-06-30,5642.49,5588.54,5655.94,5570.45,206.81,0.97
807,2016-06-29,5588.54,5446.45,5591.33,5446.45,221.46,2.61
808,2016-06-28,5446.45,5296.74,5509.09,5296.74,216.91,2.83
809,2016-06-27,5296.74,5878.23,5878.23,5296.74,536.52,-9.89
810,2016-06-24,5878.23,6371.03,6371.03,5286.65,668.67,-7.74
811,2016-06-23,6371.03,6290.58,6427.31,6286.43,121.52,1.28
812,2016-06-22,6290.58,6253.8,6302.33,6227.16,88.89,0.59
813,2016-06-21,6253.8,6263.94,6288.55,6237.63,79.95,-0.16
814,2016-06-20,6263.94,5991.51,6270.08,5991.51,82.89,4.55
815,2016-06-17,5991.51,5899.32,6017.92,5899.32,219.5,1.56
816,2016-06-16,5899.32,6003.77,6003.77,5880.3,174.54,-1.74
817,2016-06-15,6003.94,5977.21,6055.83,5977.21,133.1,0.45
818,2016-06-14,5977.21,6085.42,6085.42,5972.34,185.26,-1.78
819,2016-06-13,6085.42,6228.24,6228.24,6085.42,86.48,-2.29
820,2016-06-10,6228.24,6358.14,6358.14,6224.47,52.44,-2.04
821,2016-06-09,6358.14,6413.56,6417.09,6334.17,68.13,-0.86
822,2016-06-08,6413.56,6475.06,6475.06,6404.75,84,-0.95
823,2016-06-07,6475.06,6402.55,6478.04,6402.55,96.1,1.13
824,2016-06-03,6402.55,6435.54,6499.63,6383.42,89.24,-0.51
825,2016-06-02,6435.54,6435.74,6437.73,6407.6,96.77,0
826,2016-06-01,6435.74,6493.46,6493.46,6399.14,59.24,-0.89
827,2016-05-31,6493.46,6502.27,6517.19,6477.04,253.42,-0.14
828,2016-05-30,6502.27,6503.74,6518.62,6402.11,24.89,-0.02
829,2016-05-27,6503.74,6454.48,6503.74,6415.38,114.06,0.76
830,2016-05-26,6454.48,6471.66,6471.66,6437.5,77.41,-0.28
831,2016-05-25,6472.85,6388.08,6477.49,6379.67,113.28,1.33
832,2016-05-24,6388.08,6262.03,6388.08,6235.21,97.75,2.01
833,2016-05-23,6262.03,6229.15,6278.73,6229.15,42.14,0.53
834,2016-05-20,6229.15,6160.54,6237.89,6160.54,66.19,1.11
835,2016-05-19,6160.54,6187.72,6187.72,6144.19,78.46,-0.48
836,2016-05-18,6190.37,6165.94,6190.37,6125.05,92.42,0.4
837,2016-05-17,6165.94,6158.87,6211.06,6148.33,60.42,0.11
838,2016-05-16,6158.87,6122.47,6159.51,6089.41,22.45,0.59
839,2016-05-13,6122.47,6141.9,6148.48,6080.58,110.23,-0.32
840,2016-05-12,6141.9,6161.6,6206.34,6111.85,84.38,-0.32
841,2016-05-11,6161.6,6166.86,6191.22,6141.16,107.45,-0.09
842,2016-05-10,6166.86,6099.22,6190.33,6099.22,103.63,1.11
843,2016-05-09,6099.22,6038.9,6143.69,6038.9,91.33,1
844,2016-05-06,6038.9,6038.23,6059.65,6011.31,63.03,0.01
845,2016-05-05,6038.23,6017.99,6067.94,6015.83,68.55,0.33
846,2016-05-04,6018.36,6042.16,6060.42,6001.82,218.85,-0.39
847,2016-05-03,6042.16,6161.41,6161.41,6042.16,182.54,-1.94
848,2016-04-29,6161.41,6238.08,6238.08,6145.24,104.33,-1.23
849,2016-04-28,6238.08,6274.53,6274.53,6178.04,155.94,-0.58
850,2016-04-27,6274.67,6223.19,6285.82,6185.42,189.38,0.83
851,2016-04-26,6223.19,6148.11,6231.02,6148.11,138.86,1.22
852,2016-04-25,6148.11,6123.32,6169.18,6123.32,186.47,0.4
853,2016-04-22,6123.32,6150.43,6162.03,6111.98,218.05,-0.44
854,2016-04-21,6150.43,6210.72,6235.53,6131.66,159.21,-1
855,2016-04-20,6212.4,6253.81,6253.81,6187.6,146.33,-0.66
856,2016-04-19,6253.81,6206.89,6266.16,6206.89,158.93,0.76
857,2016-04-18,6206.89,6211.36,6214.83,6155.23,63.72,-0.07
858,2016-04-15,6211.36,6264.02,6264.02,6183.4,186.5,-0.84
859,2016-04-14,6264.02,6272.77,6320.95,6236.39,363.42,-0.32
860,2016-04-13,6284.06,6173.16,6303.64,6173.16,330.69,1.8
861,2016-04-12,6173.16,6196.69,6209.31,6151.87,109.83,-0.38
862,2016-04-11,6196.69,6189.25,6220.92,6152.11,55.9,0.12
863,2016-04-08,6189.25,6157.08,6194.9,6148.87,112.36,0.52
864,2016-04-07,6157.08,6201.9,6215.23,6141.64,101.63,-0.73
865,2016-04-06,6202.26,6222.52,6268.32,6184.97,135.23,-0.33
866,2016-04-05,6222.52,6287.09,6287.09,6212.33,128.23,-1.03
867,2016-04-04,6287.09,6284.43,6354.68,6264.43,110.75,0.04
868,2016-04-01,6284.43,6308.92,6308.92,6231.78,81.03,-0.39
869,2016-03-31,6308.92,6339.67,6364.57,6293.47,124.62,-0.49
870,2016-03-30,6339.93,6295.98,6347.65,6284.82,60.81,0.7
871,2016-03-29,6295.98,6224.82,6295.98,6224.82,56.86,1.14
872,2016-03-24,6224.82,6221.08,6240.11,6196.58,50.84,-0.01
873,2016-03-23,6225.52,6178.95,6228.65,6152.5,46.46,0.75
874,2016-03-22,6178.95,6181.21,6181.21,6096.31,84.06,-0.04
875,2016-03-21,6181.21,6191.51,6213.96,6153.55,63.09,-0.17
876,2016-03-18,6191.51,6141.85,6221.02,6141.85,146.29,0.81
877,2016-03-17,6141.85,6162.86,6189.32,6050.9,109.61,-0.36
878,2016-03-16,6163.79,6176.53,6233.84,6134.05,138.53,-0.45
879,2016-03-15,6191.38,6305.56,6305.56,6178.09,128.82,-1.81
880,2016-03-14,6305.56,6341.75,6425.21,6299.61,91.41,-0.57
881,2016-03-11,6341.75,6189.41,6346.21,6189.41,144.98,2.46
882,2016-03-10,6189.41,6258.24,6361.53,6177.6,145.85,-1.49
883,2016-03-09,6283.19,6269.47,6324.74,6257.34,76.3,0.22
884,2016-03-08,6269.47,6308.57,6308.57,6221.66,67.87,-0.62
885,2016-03-07,6308.57,6363.84,6371.36,6296.07,73.69,-0.87
886,2016-03-04,6363.84,6341.02,6395.95,6331.76,83.95,0.36
887,2016-03-03,6341.02,6378.78,6455.37,6341.02,106.05,-0.59
888,2016-03-02,6378.78,6363.14,6439.28,6352.61,100.89,0.25
889,2016-03-01,6363.14,6344.11,6392.68,6329.41,84.2,0.3
890,2016-02-29,6344.11,6240.29,6344.11,6196.89,95.45,1.66
891,2016-02-26,6240.29,6147.9,6250.21,6147.9,62.7,1.5
892,2016-02-25,6147.9,6062.33,6157.56,6062.33,74.71,1.41
893,2016-02-24,6062.33,6109.2,6131.57,6017.35,97.29,-0.77
894,2016-02-23,6109.2,6162.21,6163.77,6095.03,127.34,-0.86
895,2016-02-22,6162.21,6125.37,6227.35,6125.37,201.64,0.6
896,2016-02-19,6125.37,6130.04,6151.73,6081.34,162.23,-0.08
897,2016-02-18,6130.04,6110.74,6158.85,6084.08,62.1,0.3
898,2016-02-17,6111.5,5922.31,6111.5,5922.31,100.17,3.19
899,2016-02-16,5922.31,5954.69,6006.12,5907.56,83.1,-0.54
900,2016-02-15,5954.69,5793.41,5976.35,5793.41,113.12,2.78
901,2016-02-12,5793.41,5738.81,5833.32,5738.81,126.58,0.95
902,2016-02-11,5738.81,5894.71,5894.71,5728.34,140.72,-2.64
903,2016-02-10,5894.71,5722.34,5935.35,5722.34,189.44,3.01
904,2016-02-09,5722.34,5749.94,5756.13,5611.89,221.94,-0.48
905,2016-02-08,5749.94,6075.71,6124,5733.82,89.45,-5.36
906,2016-02-05,6075.71,6151.32,6208.97,6067.03,129.36,-1.23
907,2016-02-04,6151.32,6228.53,6280.3,6082.97,122.26,-1.24
908,2016-02-03,6228.6,6355.84,6355.84,6206.31,100.62,-2
909,2016-02-02,6355.84,6439.74,6449.1,6316.54,75.21,-1.43
910,2016-02-01,6448.24,6343.24,6448.24,6343.24,57.16,1.66
911,2016-01-29,6343.24,6214.79,6343.24,6214.79,111.12,2.07
912,2016-01-28,6214.79,6338.14,6347.55,6179.19,97.22,-2.01
913,2016-01-27,6341.96,6377.23,6389.96,6280.03,72.89,-0.55
914,2016-01-26,6377.23,6327.06,6387.29,6213.97,86.29,0.79
915,2016-01-25,6327.06,6356.18,6405.55,6314.03,59.65,-0.46
916,2016-01-22,6356.18,6255.35,6393.1,6255.35,91.37,1.61
917,2016-01-21,6255.35,6159.83,6264.67,6159.83,65.14,1.55
918,2016-01-20,6159.83,6366.33,6366.33,6146.61,129.99,-3.24
919,2016-01-19,6366.33,6279.71,6387.96,6279.71,53.63,1.38
920,2016-01-18,6279.71,6322.3,6392.93,6271.84,74.14,-0.67
921,2016-01-15,6322.3,6454.55,6481.46,6249.54,159.32,-2.05
922,2016-01-14,6454.55,6612.98,6612.98,6382.79,98.98,-2.4
923,2016-01-13,6612.98,6629.07,6714.65,6608.47,83.63,-0.24
924,2016-01-12,6629.07,6554.26,6690.24,6554.26,77.88,1.14
925,2016-01-11,6554.26,6566.45,6602.43,6522.15,46.26,-0.19
926,2016-01-08,6566.45,6563.78,6643.28,6563.78,89.46,0.04
927,2016-01-07,6563.78,6686.81,6686.81,6483.58,88.58,-1.85
928,2016-01-06,6687.16,6736.1,6759,6639.68,53.27,-0.73
929,2016-01-05,6736.1,6704.91,6769.9,6704.91,39.93,0.47
930,2016-01-04,6704.91,6791.68,6791.68,6668.15,54.83,-1.28
931,2015-12-31,6791.68,6856.61,6866.51,6791.68,8.34,-0.95
932,2015-12-30,6856.61,6841.31,6861.3,6815.64,16.1,0.22
933,2015-12-29,6841.31,6746.72,6848.81,6746.72,28.4,1.4
934,2015-12-24,6746.72,6774.53,6774.53,6728.41,7,-0.41
935,2015-12-23,6774.53,6696.18,6774.53,6696.18,43.74,1.17
936,2015-12-22,6696.18,6712.73,6740.92,6684.46,34.87,-0.25
937,2015-12-21,6712.73,6747.99,6782.25,6707.22,39.4,-0.52
938,2015-12-18,6747.99,6751.34,6751.34,6686.67,112.49,-0.05
939,2015-12-17,6751.34,6653.49,6776.87,6653.49,85.97,1.47
940,2015-12-16,6653.49,6655.97,6677.25,6643.07,45.22,-0.04
941,2015-12-15,6656.32,6591.16,6669.7,6591.16,59.71,1.01
942,2015-12-14,6589.96,6628.15,6711.75,6589.96,66.23,-0.58
943,2015-12-11,6628.15,6684.81,6700.72,6619.27,60.68,-0.85
944,2015-12-10,6684.81,6713.96,6740.85,6667.02,69.98,-0.43
945,2015-12-09,6713.96,6756.2,6783.56,6708.91,56.64,-0.63
946,2015-12-08,6756.2,6847.8,6847.8,6721.42,45.65,-1.34
947,2015-12-07,6847.8,6753.02,6884.33,6753.02,53.33,1.4
948,2015-12-04,6753.02,6751.74,6783.58,6724.73,32.38,0.02
949,2015-12-03,6751.74,6885.21,6921.44,6741.07,99.07,-1.96
950,2015-12-02,6886.56,6851.01,6920.7,6851.01,95.98,0.52
951,2015-12-01,6851.01,6838.22,6858.66,6824.76,99.6,0.18
952,2015-11-30,6838.48,6798.58,6863.77,6790.78,92.87,0.59
953,2015-11-27,6798.58,6811.71,6811.71,6758.53,51.24,-0.19
954,2015-11-26,6811.71,6710.85,6812.65,6710.85,43,1.5
955,2015-11-25,6710.85,6646.12,6754.23,6646.12,175.82,0.97
956,2015-11-24,6646.12,6726.88,6726.88,6600.81,149.11,-1.2
957,2015-11-23,6726.88,6714.37,6731.18,6681.66,331.86,0.19
958,2015-11-20,6714.37,6687.93,6724.55,6669.35,211.25,0.4
959,2015-11-19,6687.93,6554.37,6705.01,6554.37,176.45,2.03
960,2015-11-18,6554.64,6578.54,6578.54,6510.95,80.92,-0.36
961,2015-11-17,6578.54,6490.33,6610.52,6490.33,143.6,1.36
962,2015-11-16,6490.33,6475.76,6498.46,6413.49,39.96,0.22
963,2015-11-13,6475.76,6494.07,6496.56,6448.51,36.15,-0.28
964,2015-11-12,6494.07,6558.61,6578.53,6483.29,62.83,-0.98
965,2015-11-11,6558.61,6533.79,6606.5,6533.79,58.56,0.38
966,2015-11-10,6533.79,6528.33,6564.24,6468.47,54.02,0.08
967,2015-11-09,6528.33,6600.29,6625.42,6522.05,44.08,-1.09
968,2015-11-06,6600.29,6531.46,6666.41,6531.46,76.57,1.05
969,2015-11-05,6531.46,6540.06,6571.85,6487.35,148.26,-0.15
970,2015-11-04,6541.19,6504.54,6547.79,6477.63,320.37,0.56
971,2015-11-03,6504.54,6497.48,6525.52,6482.75,99.9,0.11
972,2015-11-02,6497.48,6391.32,6500.67,6354.41,75.85,1.07
973,2015-10-30,6428.55,6400.5,6428.55,6371.04,115.59,0.44
974,2015-10-29,6400.5,6446.86,6486.14,6384.3,129.77,-0.72
975,2015-10-28,6446.86,6360.63,6448.17,6360.47,61.91,0.91
976,2015-10-27,6388.78,6478.79,6483.17,6388.78,62.55,-1.39
977,2015-10-26,6478.79,6523.82,6529.68,6478.79,44.32,-0.69
978,2015-10-23,6523.82,6415.1,6533.51,6415.1,145.28,1.69
979,2015-10-22,6415.1,6356.68,6415.1,6277.49,61.95,0.92
980,2015-10-21,6356.68,6298.77,6370.45,6279.95,53.81,0.92
981,2015-10-20,6298.77,6287.15,6315.5,6258.4,61.67,0.18
982,2015-10-19,6287.15,6287.26,6298.91,6225.44,89.77,0
983,2015-10-16,6287.26,6234.38,6301.54,6234.38,230.77,0.85
984,2015-10-15,6234.38,6134.52,6240.9,6129,90.21,1.6
985,2015-10-14,6136.2,6151.14,6156.76,6102.94,33.2,-0.24
986,2015-10-13,6151.14,6133.04,6174.14,6115.59,44.95,0.3
987,2015-10-12,6133.04,6136.49,6158.46,6092.64,38.28,-0.06
988,2015-10-09,6136.49,6174.79,6231.51,6130.38,72.41,-0.62
989,2015-10-08,6174.79,6181.13,6217.13,6161.2,51.36,-0.1
990,2015-10-07,6180.8,6287.64,6288.05,6178.52,121.42,-1.7
991,2015-10-06,6287.64,6266.21,6343.4,6245.53,133.5,0.34
992,2015-10-05,6266.21,6091.26,6281.74,6091.26,100.88,2.87
993,2015-10-02,6091.26,6133.23,6185.22,6038.28,82.51,-0.68
994,2015-10-01,6133.23,6163.99,6254.01,6120.82,71.34,-0.55
995,2015-09-30,6167.41,6055.96,6170.18,6055.96,62,1.84
996,2015-09-29,6055.96,6222.96,6222.96,6055.96,47.37,-2.68
997,2015-09-28,6222.96,6304.28,6373.23,6213.49,40.38,-1.29
998,2015-09-25,6304.28,6197.81,6340.33,6197.81,70.07,1.72
999,2015-09-24,6197.81,6379.91,6402.06,6197.81,101.86,-2.87
1000,2015-09-23,6380.69,6359.28,6429.86,6307.31,68.83,0.34
1001,2015-09-22,6359.28,6503.93,6503.93,6352.1,51.62,-2.22
1002,2015-09-21,6503.93,6467.17,6511.06,6453.28,37.31,0.57
1003,2015-09-18,6467.17,6518.63,6518.63,6434.7,141.76,-0.79
1004,2015-09-17,6518.63,6491.68,6525.35,6473.2,70.97,0.41
1005,2015-09-16,6492.26,6470.37,6544.24,6470.37,60.4,0.34
1006,2015-09-15,6470.37,6405.94,6478.68,6405.94,43.65,1.01
1007,2015-09-14,6405.94,6447.56,6488.93,6405.94,60.43,-0.65
1008,2015-09-11,6447.56,6494.76,6512.04,6437.75,36.9,-0.73
1009,2015-09-10,6494.76,6518.46,6536.67,6435.62,36.97,-0.54
1010,2015-09-09,6530.06,6524.97,6620.47,6482.22,68.67,1.93
1011,2015-09-08,6406.56,6355.44,6445.44,6355.44,82.06,0.8
1012,2015-09-07,6355.44,6314.57,6355.44,6311.97,25.5,0.65
1013,2015-09-04,6314.57,6388.92,6388.92,6314.57,204.84,-1.16
1014,2015-09-03,6388.92,6269.43,6388.92,6269.43,49.04,1.85
1015,2015-09-02,6272.66,6260.35,6297.31,6244.78,50.24,0.2
1016,2015-09-01,6260.35,6405.97,6405.97,6203.57,47.56,-2.27
1017,2015-08-31,6405.97,6309.18,6405.97,6309.18,56.81,1.53
1018,2015-08-28,6309.18,6332.15,6346.73,6267.6,47.48,-0.36
1019,2015-08-27,6332.15,6115.49,6336.36,6115.49,68.28,3.54
1020,2015-08-26,6115.53,6094.72,6170.11,6015.85,93.32,0.34
1021,2015-08-25,6094.72,5861.99,6124.83,5861.99,130.12,3.97
1022,2015-08-24,5861.99,6173.99,6173.99,5725.94,113.28,-5.05
1023,2015-08-21,6173.99,6372.2,6372.2,6173.99,83.22,-3.11
1024,2015-08-20,6372.2,6511.87,6511.87,6349.79,88.72,-2.15
1025,2015-08-19,6511.92,6587.42,6587.42,6507.8,63.07,-1.15
1026,2015-08-18,6587.66,6537.8,6592.12,6528.2,71.35,0.76
1027,2015-08-17,6537.8,6520.61,6579.88,6507.99,34.27,0.26
1028,2015-08-14,6520.61,6501.75,6543.25,6478.89,45,0.29
1029,2015-08-13,6501.75,6376.36,6520.93,6376.36,84.68,1.97
1030,2015-08-12,6376.36,6551.89,6551.89,6349.14,74.51,-2.68
1031,2015-08-11,6551.89,6587.33,6601.77,6534.16,37.16,-0.54
1032,2015-08-10,6587.33,6584.17,6665.77,6548.06,36.24,0.05
1033,2015-08-07,6584.17,6608.15,6622.17,6564.21,40.36,-0.36
1034,2015-08-06,6608.15,6701.99,6701.99,6608.15,92.57,-1.42
1035,2015-08-05,6703.38,6631.36,6715.95,6631.36,54.3,1.09
1036,2015-08-04,6631.36,6632.01,6646.54,6609,53.22,-0.01
1037,2015-08-03,6632.01,6512.77,6632.01,6512.77,60.82,1.83
1038,2015-07-31,6512.77,6449.57,6523.26,6449.57,136.31,0.98
1039,2015-07-30,6449.57,6427.69,6478.62,6422.44,97.5,0.34
1040,2015-07-29,6427.75,6380.05,6447.64,6380.05,47.59,0.75
1041,2015-07-28,6380.05,6318.62,6380.56,6310.81,60.81,0.97
1042,2015-07-27,6318.62,6482.53,6482.53,6297.1,43.22,-2.53
1043,2015-07-24,6482.53,6511.65,6539.46,6464.36,45.91,-0.45
1044,2015-07-23,6511.65,6518.07,6556.94,6500.28,46.63,-0.1
1045,2015-07-22,6518.07,6465.4,6538.02,6459.83,145.55,0.81
1046,2015-07-21,6465.4,6502.79,6523.31,6449.09,59.47,-0.57
1047,2015-07-20,6502.79,6480.87,6509.46,6441.56,76.45,0.34
1048,2015-07-17,6480.87,6491.76,6514.89,6475.45,47.19,-0.17
1049,2015-07-16,6491.76,6449.95,6509.26,6437.98,76.88,0.65
1050,2015-07-15,6449.95,6429.43,6449.95,6387.92,69.63,0.32
1051,2015-07-14,6429.43,6381.75,6429.43,6361.76,94.02,0.75
1052,2015-07-13,6381.75,6278.65,6389.22,6278.65,80.64,1.64
1053,2015-07-10,6278.65,6166.27,6278.65,6166.27,88.86,1.82
1054,2015-07-09,6166.27,6045.95,6173.13,6045.95,96.66,1.99
1055,2015-07-08,6045.95,6084.13,6101.47,6045.95,48.82,-0.63
1056,2015-07-07,6084.13,6139.97,6181.94,6071.22,120.73,-0.91
1057,2015-07-06,6139.97,6233.59,6233.59,6139.97,70.45,-1.5
1058,2015-07-03,6233.59,6245.79,6262.76,6214.03,56.91,-0.2
1059,2015-07-02,6245.79,6246.8,6284.99,6237.83,37.15,-0.02
1060,2015-07-01,6246.8,6165.04,6290.44,6165.04,84.16,1.33
1061,2015-06-30,6165.04,6209.14,6209.14,6129.26,108.77,-0.71
1062,2015-06-29,6209.14,6367.67,6367.67,6139.9,98.4,-2.49
1063,2015-06-26,6367.67,6348.14,6372.36,6305.77,85.91,0.31
1064,2015-06-25,6348.14,6354.92,6396.24,6326.83,95.65,-0.11
1065,2015-06-24,6355.16,6385.74,6400.04,6340.85,83.18,-0.48
1066,2015-06-23,6385.74,6333.67,6398.62,6333.67,102.23,0.82
1067,2015-06-22,6333.67,6270.9,6333.67,6270.9,151.87,1
1068,2015-06-19,6270.9,6187.23,6276.26,6176.25,111.94,1.35
1069,2015-06-18,6187.23,6150.21,6187.23,6049.04,84.4,0.6
1070,2015-06-17,6150.36,6172.81,6215.07,6147.76,70.16,-0.36
1071,2015-06-16,6172.81,6168.25,6183.68,6070.93,62.95,0.07
1072,2015-06-15,6168.25,6210.08,6210.08,6136.68,60.25,-0.67
1073,2015-06-12,6210.08,6246.02,6280.29,6171.01,98.3,-0.58
1074,2015-06-11,6246.02,6153.96,6267.82,6153.96,100.91,1.5
1075,2015-06-10,6153.96,6058.3,6163.24,6038.37,113.46,1.58
1076,2015-06-09,6058.3,6081.87,6081.87,6030.82,57.37,-0.39
1077,2015-06-08,6081.87,6102.48,6119.49,6067.94,82.76,-0.34
1078,2015-06-05,6102.48,6142.78,6144.7,6098.12,70.67,-0.66
1079,2015-06-04,6142.78,6184.45,6184.45,6083.15,51.37,-0.69
1080,2015-06-03,6185.33,6170.29,6225.35,6170.29,146.34,0.24
1081,2015-06-02,6170.29,6274.6,6292.52,6170.29,70.9,-1.66
1082,2015-05-29,6274.6,6362.13,6362.13,6271.86,77.94,-1.38
1083,2015-05-28,6362.13,6368.84,6371.75,6333.51,39.92,-0.11
1084,2015-05-27,6369.44,6266.98,6369.44,6266.86,73.06,1.63
1085,2015-05-26,6266.98,6312.79,6358.09,6259.26,67.31,0.07
1086,2015-05-25,6262.71,6273.56,6305.09,6241.57,6.17,-0.17
1087,2015-05-22,6273.56,6267.6,6281.51,6220.62,63.02,0.1
1088,2015-05-21,6267.6,6296.08,6303.1,6249.76,85.69,-0.44
1089,2015-05-20,6295.18,6259.55,6301.06,6213.57,71.94,0.57
1090,2015-05-19,6259.55,6150.9,6270.91,6150.9,58.38,1.77
1091,2015-05-18,6150.9,6161.29,6183.65,6111.14,53.19,-0.57
1092,2015-05-15,6185.97,6158.03,6209.69,6136.73,81.85,0.45
1093,2015-05-14,6158.03,6096.84,6158.03,6060.4,67.79,1
1094,2015-05-13,6096.84,6082.66,6160.77,6082.66,66.04,0.23
1095,2015-05-12,6082.66,6179.24,6179.24,6073.13,63.69,-1.52
1096,2015-05-11,6176.36,6229.62,6261.18,6176.36,74.57,-0.85
1097,2015-05-08,6229.62,6090.26,6237.61,6090.26,59.97,2.29
1098,2015-05-07,6090.26,6042.99,6099.56,5957.17,98.25,0.78
1099,2015-05-06,6043.26,6103.47,6107.88,5994.97,103.12,-0.99
1100,2015-05-05,6103.47,6067.08,6156.05,6067.08,86.55,0.6
1101,2015-05-01,6067.08,6047.15,6090.71,6015.69,22,0.33
1102,2015-04-30,6047.15,6083.1,6150.24,6035.37,124.74,-0.61
1103,2015-04-29,6084.28,6290.39,6303.98,6079.05,193.67,-3.28
1104,2015-04-28,6290.39,6356.91,6365.07,6246.62,166.8,-1.05
1105,2015-04-27,6356.91,6298.36,6356.91,6268.75,159.71,0.93
1106,2015-04-24,6298.36,6264.99,6310.21,6259.23,95,0.53
1107,2015-04-23,6264.99,6273.69,6295.19,6232.85,145.41,-0.15
1108,2015-04-22,6274.67,6305.21,6333.77,6244.03,89.73,-0.48
1109,2015-04-21,6305.21,6254.09,6328.02,6249.03,98.44,0.82
1110,2015-04-20,6254.09,6249.32,6299.88,6246.55,65.61,0.08
1111,2015-04-17,6249.32,6341.51,6341.51,6242.85,114.67,-1.45
